ID,Name,SpriteURL,BallType,TYPE,HP,ATK,DEF,SPATK,SPDEF,SPD
206,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,pokeball,normal,100,70,70,65,65,45
207,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,pokeball,ground/flying,65,75,105,35,65,85
208,steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,ultraball,steel/ground,75,85,200,55,65,30
209,snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,pokeball,fairy,60,80,50,40,40,30
210,granbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,ultraball,fairy,90,120,75,60,60,45
211,qwilfish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,pokeball,water/poison,65,95,85,55,55,85
212,scizor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,ultraball,bug/steel,70,130,100,55,80,65
213,shuckle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,pokeball,bug/rock,20,10,230,10,230,5
214,heracross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,pokeball,bug/fighting,80,125,75,40,95,85
215,sneasel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,pokeball,dark/ice,55,95,55,35,75,115
216,teddiursa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,pokeball,normal,60,80,50,50,50,40
217,ursaring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,GreatBall,normal,90,130,75,75,75,55
218,slugma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,pokeball,fire,40,40,40,70,40,20
219,magcargo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,ultraball,fire/rock,60,50,120,90,80,30
220,swinub,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,pokeball,ice/ground,50,50,40,30,30,50
221,piloswine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,GreatBall,ice/ground,100,100,80,60,60,50
222,corsola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,pokeball,water/rock,65,55,95,65,95,35
223,remoraid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,pokeball,water,35,65,35,65,35,65
224,octillery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,ultraball,water,75,105,75,105,75,45
225,delibird,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,pokeball,ice/flying,45,55,45,65,45,75
226,mantine,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,ultraball,water/flying,85,40,70,80,140,70
227,skarmory,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,pokeball,steel/flying,65,80,140,40,70,70
228,houndour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,pokeball,dark/fire,45,60,30,80,50,65
229,houndoom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,ultraball,dark/fire,75,90,50,110,80,95
230,kingdra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,ultraball,water/dragon,75,95,95,95,95,85
231,phanpy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,pokeball,ground,90,60,60,40,40,40
232,donphan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,ultraball,ground,90,120,120,60,60,50
233,porygon2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,GreatBall,normal,85,80,90,105,95,60
234,stantler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,pokeball,normal,73,95,62,85,65,85
235,smeargle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,pokeball,normal,55,20,35,20,45,75
236,tyrogue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,pokeball,fighting,35,35,35,35,35,35
237,hitmontop,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,ultraball,fighting,50,95,95,35,110,70
238,smoochum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,pokeball,ice/psychic,45,30,15,85,65,65
239,elekid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,pokeball,electric,45,63,37,65,55,95
240,magby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,pokeball,fire,45,75,37,70,55,83
241,miltank,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,pokeball,normal,95,80,105,40,70,100
242,blissey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,ultraball,normal,255,10,10,75,135,55
243,raikou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,masterball,electric,90,85,75,115,100,115
244,entei,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,masterball,fire,115,115,85,90,75,100
245,suicune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,masterball,water,100,75,115,90,115,85
246,larvitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,pokeball,rock/ground,50,64,50,45,50,41
247,pupitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,GreatBall,rock/ground,70,84,70,65,70,51
248,tyranitar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,ultraball,rock/dark,100,134,110,95,100,61
249,lugia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,masterball,psychic/flying,106,90,130,90,154,110
250,ho-oh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,masterball,fire/flying,106,130,90,110,154,90
251,celebi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,masterball,psychic/grass,100,100,100,100,100,100
252,treecko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,pokeball,grass,40,45,35,65,55,70
253,grovyle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,GreatBall,grass,50,65,45,85,65,95
254,sceptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,ultraball,grass,70,85,65,105,85,120
255,torchic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,pokeball,fire,45,60,40,70,50,45
256,combusken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,GreatBall,fire/fighting,60,85,60,85,60,55
257,blaziken,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,ultraball,fire/fighting,80,120,70,110,70,80
258,mudkip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,pokeball,water,50,70,50,50,50,40
259,marshtomp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,GreatBall,water/ground,70,85,70,60,70,50
260,swampert,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,ultraball,water/ground,100,110,90,85,90,60
261,poochyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,pokeball,dark,35,55,35,30,30,35
262,mightyena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,ultraball,dark,70,90,70,60,60,70
263,zigzagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,pokeball,normal,38,30,41,30,41,60
264,linoone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,GreatBall,normal,78,70,61,50,61,100
265,wurmple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,pokeball,bug,45,45,35,20,30,20
266,silcoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,GreatBall,bug,50,35,55,25,25,15
267,beautifly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,ultraball,bug/flying,60,70,50,100,50,65
268,cascoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,GreatBall,bug,50,35,55,25,25,15
269,dustox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,ultraball,bug/poison,60,50,70,50,90,65
270,lotad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,pokeball,water/grass,40,30,30,40,50,30
271,lombre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,GreatBall,water/grass,60,50,50,60,70,50
272,ludicolo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,ultraball,water/grass,80,70,70,90,100,70
273,seedot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,pokeball,grass,40,40,50,30,30,30
274,nuzleaf,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,GreatBall,grass/dark,70,70,40,60,40,60
275,shiftry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,ultraball,grass/dark,90,100,60,90,60,80
276,taillow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,pokeball,normal/flying,40,55,30,30,30,85
277,swellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,ultraball,normal/flying,60,85,60,75,50,125
278,wingull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,pokeball,water/flying,40,30,30,55,30,85
279,pelipper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,ultraball,water/flying,60,50,100,95,70,65
280,ralts,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,pokeball,psychic/fairy,28,25,25,45,35,40
281,kirlia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,GreatBall,psychic/fairy,38,35,35,65,55,50
282,gardevoir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,ultraball,psychic/fairy,68,65,65,125,115,80
283,surskit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,pokeball,bug/water,40,30,32,50,52,65
284,masquerain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,ultraball,bug/flying,70,60,62,100,82,80
285,shroomish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,pokeball,grass,60,40,60,40,60,35
286,breloom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,ultraball,grass/fighting,60,130,80,60,60,70
287,slakoth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,pokeball,normal,60,60,60,35,35,30
288,vigoroth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,GreatBall,normal,80,80,80,55,55,90
289,slaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,ultraball,normal,150,160,100,95,65,100
290,nincada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,pokeball,bug/ground,31,45,90,30,30,40
291,ninjask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,ultraball,bug/flying,61,90,45,50,50,160
292,shedinja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,ultraball,bug/ghost,1,90,45,30,30,40
293,whismur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,pokeball,normal,64,51,23,51,23,28
294,loudred,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,GreatBall,normal,84,71,43,71,43,48
295,exploud,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,ultraball,normal,104,91,63,91,73,68
296,makuhita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,pokeball,fighting,72,60,30,20,30,25
297,hariyama,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,ultraball,fighting,144,120,60,40,60,50
298,azurill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,pokeball,normal/fairy,50,20,40,20,40,20
299,nosepass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,pokeball,rock,30,45,135,45,90,30
300,skitty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,pokeball,normal,50,45,45,35,35,50
301,delcatty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,ultraball,normal,70,65,65,55,55,90
302,sableye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,pokeball,dark/ghost,50,75,75,65,65,50
303,mawile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,pokeball,steel/fairy,50,85,85,55,55,50
304,aron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,pokeball,steel/rock,50,70,100,40,40,30
305,lairon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,GreatBall,steel/rock,60,90,140,50,50,40
306,aggron,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,ultraball,steel/rock,70,110,180,60,60,50
307,meditite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,pokeball,fighting/psychic,30,40,55,40,55,60
308,medicham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,ultraball,fighting/psychic,60,60,75,60,75,80
309,electrike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,pokeball,electric,40,45,40,65,40,65
310,manectric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,ultraball,electric,70,75,60,105,60,105
311,plusle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,pokeball,electric,60,50,40,85,75,95
312,minun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,pokeball,electric,60,40,50,75,85,95
313,volbeat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,pokeball,bug,65,73,75,47,85,85
314,illumise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,pokeball,bug,65,47,75,73,85,85
315,roselia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,GreatBall,grass/poison,50,60,45,100,80,65
316,gulpin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,pokeball,poison,70,43,53,43,53,40
317,swalot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,ultraball,poison,100,73,83,73,83,55
318,carvanha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,pokeball,water/dark,45,90,20,65,20,65
319,sharpedo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,ultraball,water/dark,70,120,40,95,40,95
320,wailmer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,pokeball,water,130,70,35,70,35,60
321,wailord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,ultraball,water,170,90,45,90,45,60
322,numel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,pokeball,fire/ground,60,60,40,65,45,35
323,camerupt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,ultraball,fire/ground,70,100,70,105,75,40
324,torkoal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,pokeball,fire,70,85,140,85,70,20
325,spoink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,pokeball,psychic,60,25,35,70,80,60
326,grumpig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,ultraball,psychic,80,45,65,90,110,80
327,spinda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,pokeball,normal,60,60,60,60,60,60
328,trapinch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,pokeball,ground,45,100,45,45,45,10
329,vibrava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,GreatBall,ground/dragon,50,70,50,50,50,70
330,flygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,ultraball,ground/dragon,80,100,80,80,80,100
331,cacnea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,pokeball,grass,50,85,40,85,40,35
332,cacturne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,ultraball,grass/dark,70,115,60,115,60,55
333,swablu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,pokeball,normal/flying,45,40,60,40,75,50
334,altaria,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,ultraball,dragon/flying,75,70,90,70,105,80
335,zangoose,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png,pokeball,normal,73,115,60,60,60,90
336,seviper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png,pokeball,poison,73,100,60,100,60,65
337,lunatone,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png,pokeball,rock/psychic,90,55,65,95,85,70
338,solrock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png,pokeball,rock/psychic,90,95,85,55,65,70
339,barboach,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png,pokeball,water/ground,50,48,43,46,41,60
340,whiscash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png,ultraball,water/ground,110,78,73,76,71,60
341,corphish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png,pokeball,water,43,80,65,50,35,35
342,crawdaunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png,ultraball,water/dark,63,120,85,90,55,55
343,baltoy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png,pokeball,ground/psychic,40,40,55,40,70,55
344,claydol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png,ultraball,ground/psychic,60,70,105,70,120,75
345,lileep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,pokeball,rock/grass,66,41,77,61,87,23
346,cradily,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,ultraball,rock/grass,86,81,97,81,107,43
347,anorith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,pokeball,rock/bug,45,95,50,40,50,75
348,armaldo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,ultraball,rock/bug,75,125,100,70,80,45
349,feebas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,pokeball,water,20,15,20,10,55,80
350,milotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,ultraball,water,95,60,79,100,125,81
351,castform,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,pokeball,normal,70,70,70,70,70,70
352,kecleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,pokeball,normal,60,90,70,60,120,40
353,shuppet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,pokeball,ghost,44,75,35,63,33,45
354,banette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,ultraball,ghost,64,115,65,83,63,65
355,duskull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,pokeball,ghost,20,40,90,30,90,25
356,dusclops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,GreatBall,ghost,40,70,130,60,130,25
357,tropius,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,pokeball,grass/flying,99,68,83,72,87,51
358,chimecho,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,ultraball,psychic,75,50,80,95,90,65
359,absol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,pokeball,dark,65,130,60,75,60,75
360,wynaut,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,pokeball,psychic,95,23,48,23,48,23
361,snorunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,pokeball,ice,50,50,50,50,50,50
362,glalie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,ultraball,ice,80,80,80,80,80,80
363,spheal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,pokeball,ice/water,70,40,50,55,50,25
364,sealeo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,GreatBall,ice/water,90,60,70,75,70,45
365,walrein,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,ultraball,ice/water,110,80,90,95,90,65
366,clamperl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,pokeball,water,35,64,85,74,55,32
367,huntail,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,ultraball,water,55,104,105,94,75,52
368,gorebyss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,ultraball,water,55,84,105,114,75,52
369,relicanth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,pokeball,water/rock,100,90,130,45,65,55
370,luvdisc,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,pokeball,water,43,30,55,40,65,97
371,bagon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,pokeball,dragon,45,75,60,40,30,50
372,shelgon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,GreatBall,dragon,65,95,100,60,50,50
373,salamence,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,ultraball,dragon/flying,95,135,80,110,80,100
374,beldum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,pokeball,steel/psychic,40,55,80,35,60,30
375,metang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,GreatBall,steel/psychic,60,75,100,55,80,50
376,metagross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,ultraball,steel/psychic,80,135,130,95,90,70
377,regirock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,masterball,rock,80,100,200,50,100,50
378,regice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,masterball,ice,80,50,100,100,200,50
379,registeel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,masterball,steel,80,75,150,75,150,50
380,latias,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,masterball,dragon/psychic,80,80,90,110,130,110
381,latios,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,masterball,dragon/psychic,80,90,80,130,110,110
382,kyogre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,masterball,water,100,100,90,150,140,90
383,groudon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,masterball,ground,100,150,140,100,90,90
384,rayquaza,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,masterball,dragon/flying,105,150,90,150,90,95
385,jirachi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,masterball,steel/psychic,100,100,100,100,100,100
386,deoxys,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,masterball,psychic,50,150,50,150,50,150
387,turtwig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,pokeball,grass,55,68,64,45,55,31
388,grotle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,GreatBall,grass,75,89,85,55,65,36
389,torterra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,ultraball,grass/ground,95,109,105,75,85,56
390,chimchar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,pokeball,fire,44,58,44,58,44,61
391,monferno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,GreatBall,fire/fighting,64,78,52,78,52,81
392,infernape,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,ultraball,fire/fighting,76,104,71,104,71,108
393,piplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,pokeball,water,53,51,53,61,56,40
394,prinplup,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,GreatBall,water,64,66,68,81,76,50
395,empoleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,ultraball,water/steel,84,86,88,111,101,60
396,starly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,pokeball,normal/flying,40,55,30,30,30,60
397,staravia,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,GreatBall,normal/flying,55,75,50,40,40,80
398,staraptor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,ultraball,normal/flying,85,120,70,50,60,100
399,bidoof,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,pokeball,normal,59,45,40,35,40,31
400,bibarel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,ultraball,normal/water,79,85,60,55,60,71
401,kricketot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,pokeball,bug,37,25,41,25,41,25
402,kricketune,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,ultraball,bug,77,85,51,55,51,65
403,shinx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,pokeball,electric,45,65,34,40,34,45
404,luxio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,GreatBall,electric,60,85,49,60,49,60
405,luxray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,ultraball,electric,80,120,79,95,79,70
406,budew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,pokeball,grass/poison,40,30,35,50,70,55
407,roserade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,ultraball,grass/poison,60,70,65,125,105,90
408,cranidos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,pokeball,rock,67,125,40,30,30,58
409,rampardos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,ultraball,rock,97,165,60,65,50,58
